DateTime;Voltage;Current;Capacity_step;State_of_Charge;Temperature;Checkup_No;Index;Charge_Throughput;Energy_Throughput
06:04:2022 09:57:17:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:18:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:19:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:20:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:21:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:22:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:23:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:24:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:25:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:26:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:27:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:28:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:29:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:30:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:31:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:32:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:33:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:34:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:35:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:36:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:37:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:38:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:39:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:40:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:41:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:42:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:43:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:44:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:45:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:46:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:47:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:48:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:49:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:50:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:51:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:52:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:53:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:54:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:55:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:56:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:57:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:58:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:57:59:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:00:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:01:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:02:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:03:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:04:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:05:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:06:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:07:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:08:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:09:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:10:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:11:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:12:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:13:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:14:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:15:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:16:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:17:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:18:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:19:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:20:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:21:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:22:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:23:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:24:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:25:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:26:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:27:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:28:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:29:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:30:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:31:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:32:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:33:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:34:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:35:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:36:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:37:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:38:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:39:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:40:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:41:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:42:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:43:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:44:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:45:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:46:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:47:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:48:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:49:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:50:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:51:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:52:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:53:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:54:872;4,07;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:55:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:56:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:57:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:58:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:58:59:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:00:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:01:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:02:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:03:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:04:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:05:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:06:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:07:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:08:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:09:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:10:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:11:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:12:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:13:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:14:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:15:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:16:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:17:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:18:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:19:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:20:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:21:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:22:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:23:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:24:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:25:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:26:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:27:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:28:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:29:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:30:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:31:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:32:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:33:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:34:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:35:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:36:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:37:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:38:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:39:873;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:40:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:41:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:42:873;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:43:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:44:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:45:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:46:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:47:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:48:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:49:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:50:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:51:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:52:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:53:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:54:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:55:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:56:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:57:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:58:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 09:59:59:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:00:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:01:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:02:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:03:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:04:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:05:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:06:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:07:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:08:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:09:873;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:10:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:11:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:12:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:13:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:14:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:15:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:16:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:17:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:18:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:19:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:20:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:21:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:22:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:23:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:24:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:25:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:26:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:27:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:28:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:29:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:30:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:31:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:32:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:33:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:34:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:35:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:36:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:37:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:38:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:39:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:40:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:41:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:42:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:43:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:44:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:45:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:46:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:47:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:48:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:49:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:50:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:51:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:52:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:53:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:54:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:55:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:56:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:57:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:58:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:00:59:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:00:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:01:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:02:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:03:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:04:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:05:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:06:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:07:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:08:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:09:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:10:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:11:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:12:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:13:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:14:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:15:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:16:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:17:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:18:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:19:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:20:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:21:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:22:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:23:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:24:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:25:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:26:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:27:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:28:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:29:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:30:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:31:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:32:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:33:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:34:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:35:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:36:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:37:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:38:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:39:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:40:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:41:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:42:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:43:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:44:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:45:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:46:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:47:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:48:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:49:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:50:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:51:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:52:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:53:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:54:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:55:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:56:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:57:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:58:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:01:59:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:00:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:01:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:02:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:03:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:04:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:05:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:06:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:07:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:08:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:09:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:10:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:11:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:12:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:13:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:14:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:15:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:16:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:17:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:18:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:19:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:20:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:21:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:22:872;4,071;0;0;90,25;26;0;Pause;119,4;448,1
06:04:2022 10:02:23:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:24:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:25:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:26:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:27:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:28:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:29:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:30:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:31:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:32:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:33:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:34:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:35:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:36:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:37:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:38:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
06:04:2022 10:02:39:872;4,071;0;0;90,25;25,9;0;Pause;119,4;448,1
